S.No,Crime,Gender,Age,Income,Job,Maritalstatus,Education,Harm,Attack,AttackMethod
1598,Through Informatics Theft,Male,Between 38 and 50,Middle,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1599,Through Informatics Theft,Male,27 and Under,Low,Student,Single,High School,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1600,Through Informatics Theft,Male,Between 28 and 37,Low,Technical,Married,Primary Education,Threating / Blackmailing,Obtaining and Using Data in Digital Environment,Social Engineering
1601,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Threating / Blackmailing,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1602,Through Informatics Theft,Male,Between 38 and 50,Low,Technical,Married,Primary Education,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1603,Through Informatics Theft,Male,Between 38 and 50,High,Justice and Security,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1604,Through Informatics Theft,Female,Between 28 and 37,High,Justice and Security,Married,Graduate,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1605,Through Informatics Theft,Male,Between 38 and 50,Middle,Finance Sector,Married,Graduate,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1606,Through Informatics Theft,Male,51 and Above,High,Technical,Married,Graduate,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1607,Through Informatics Theft,Male,Between 38 and 50,Low,Technical,Married,High School,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1608,Through Informatics Theft,Female,27 and Under,Low,Student,Single,Primary Education,Threating / Blackmailing,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1609,Through Informatics Theft,Male,Between 28 and 37,Low,Others,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1610,Through Informatics Theft,Female,Between 38 and 50,Middle,Justice and Security,Married,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
1611,Through Informatics Theft,Male,Between 28 and 37,Low,Technical,Married,Primary Education,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
1612,Through Informatics Theft,Male,Between 38 and 50,Middle,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1613,Through Informatics Theft,Male,Between 38 and 50,Low,Technical,Married,High School,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1614,Through Informatics Theft,Male,27 and Under,Low,Student,Single,High School,Threating / Blackmailing,Obtaining and Using Data in Digital Environment,Social Engineering
1615,Through Informatics Theft,Female,27 and Under,Low,Student,Single,Graduate,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1616,Through Informatics Theft,Male,Between 38 and 50,High,Finance Sector,Married,Under Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1617,Through Informatics Theft,Female,Between 28 and 37,Middle,Housewife,Married,High School,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1618,Through Informatics Theft,Female,27 and Under,Low,Student,Single,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1619,Through Informatics Theft,Male,Between 28 and 37,High,Health Sector Manager,Married,Graduate,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1620,Through Informatics Theft,Male,Between 38 and 50,Middle,Technical,Married,Primary Education,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1621,Through Informatics Theft,Male,Between 38 and 50,High,Technical,Married,Primary Education,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
1622,Through Informatics Theft,Female,Between 38 and 50,Low,Housewife,Married,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
1623,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1624,Through Informatics Theft,Male,Between 28 and 37,Low,Technical,Single,Primary Education,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1625,Through Informatics Theft,Male,Between 28 and 37,Middle,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1626,Through Informatics Theft,Male,27 and Under,Middle,Technical,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1627,Through Informatics Theft,Male,Between 28 and 37,Low,Technical,Single,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1628,Through Informatics Theft,Male,Between 38 and 50,High,Technical,Married,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
1629,Through Informatics Theft,Male,Between 38 and 50,Middle,Health Sector Manager,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1630,Through Informatics Theft,Male,Between 28 and 37,Middle,Technical,Married,Primary Education,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
1631,Through Informatics Theft,Male,Between 38 and 50,High,Justice and Security,Single,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1632,Through Informatics Theft,Female,Between 28 and 37,High,Health Sector Manager,Single,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
1633,Through Informatics Theft,Male,Between 38 and 50,Low,Technical,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1634,Through Informatics Theft,Male,Between 28 and 37,Middle,Health Sector Manager,Married,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site
1635,Through Informatics Theft,Male,Between 38 and 50,Low,Technical,Married,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
1636,Through Informatics Theft,Male,Between 38 and 50,Middle,Technical,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1637,Through Informatics Theft,Male,27 and Under,Middle,Justice and Security,Single,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1638,Through Informatics Theft,Male,27 and Under,Low,Technical,Single,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1639,Through Informatics Theft,Female,Between 28 and 37,Low,Housewife,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1640,Through Informatics Theft,Female,Between 28 and 37,Middle,Health Sector Manager,Single,High School,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1641,Through Informatics Theft,Female,51 and Above,Middle,Health Sector Manager,Single,Primary Education,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
1642,Through Informatics Theft,Male,Between 28 and 37,Low,Technical,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1643,Through Informatics Theft,Female,27 and Under,Low,Technical,Single,Primary Education,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1644,Through Informatics Theft,Female,27 and Under,Low,Housewife,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1645,Through Informatics Theft,Male,Between 28 and 37,Low,Technical,Married,Primary Education,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
1646,Through Informatics Theft,Male,27 and Under,Middle,Technical,Single,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1647,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1648,Through Informatics Theft,Female,27 and Under,Middle,Technical,Married,Graduate,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1649,Through Informatics Theft,Female,27 and Under,Low,Technical,Married,Primary Education,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
1650,Through Informatics Theft,Female,51 and Above,Low,Housewife,Married,Primary Education,Do Moral Harm,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site
1651,Through Informatics Theft,Male,Between 28 and 37,Middle,Technical,Single,Primary Education,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1652,Through Informatics Theft,Male,51 and Above,Low,Technical,Married,High School,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1653,Through Informatics Theft,Male,27 and Under,Low,Technical,Single,Primary Education,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1654,Through Informatics Theft,Male,27 and Under,Low,Technical,Single,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering
1655,Through Informatics Theft,Male,Between 28 and 37,Low,Technical,Single,Primary Education,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1656,Through Informatics Theft,Male,Between 38 and 50,High,Finance Sector,Married,Graduate,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1657,Through Informatics Theft,Male,27 and Under,Low,Technical,Married,Primary Education,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1658,Through Informatics Theft,Male,27 and Under,Middle,Technical,Single,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site
1659,Through Informatics Theft,Male,Between 38 and 50,High,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1660,Through Informatics Theft,Male,Between 38 and 50,High,Finance Sector,Married,Under Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
1661,Through Informatics Theft,Male,Between 28 and 37,High,Finance Sector,Married,Graduate,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media
1662,Through Informatics Theft,Male,Between 28 and 37,Low,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering
